Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00       3/3           int* std::__fill_n_a<int*, unsigned long long, int>(int*, unsigned long long, int const&, std::random_access_iterator_tag) [235]
[243]    0.0    0.00    0.00       3         void std::__fill_a<int*, int>(int*, int*, int const&) [243]
                0.00    0.00       3/4           __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&) [216]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::end() const [250]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::begin() const [251]
[244]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [244]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::end() [257]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::begin() [258]
[245]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [245]
-----------------------------------------------
                0.00    0.00       2/2           int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [249]
[246]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [246]
-----------------------------------------------
                0.00    0.00       2/2           void std::__fill_a1<int*, std::vector<int, std::allocator<int> >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [275]
[247]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [247]
-----------------------------------------------
                0.00    0.00       2/2           std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [19]
[248]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [248]
-----------------------------------------------
                0.00    0.00       2/2           std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [16]
[249]    0.0    0.00    0.00       2         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [249]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [246]
-----------------------------------------------
                0.00    0.00       1/1           winning_instances(std::vector<int, std::allocator<int> > const&, int) [3]
[250]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::end() const [250]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [244]
-----------------------------------------------
                0.00    0.00       1/1           winning_instances(std::vector<int, std::allocator<int> > const&, int) [3]
[251]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::begin() const [251]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [244]
-----------------------------------------------
                0.00    0.00       1/1           std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique<int const&, int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&) [20]
[252]    0.0    0.00    0.00       1         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::begin() [252]
                0.00    0.00       1/13          std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_begin() const [201]
                0.00    0.00       1/60003       std::__detail::_Node_iterator<int, true, false>::_Node_iterator(std::__detail::_Hash_node<int, false>*) [132]
-----------------------------------------------
                0.00    0.00       1/1           std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::unordered_set() [254]
[253]    0.0    0.00    0.00       1         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable() [253]
                0.00    0.00       1/1           std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable_base() [261]
                0.00    0.00       1/1           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_Hashtable_alloc() [262]
                0.00    0.00       1/1           std::__detail::_Hash_node_base::_Hash_node_base() [260]
                0.00    0.00       1/1           std::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float) [264]
-----------------------------------------------
                0.00    0.00       1/1           winning_instances(std::vector<int, std::allocator<int> > const&, int) [3]
[254]    0.0    0.00    0.00       1         std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::unordered_set() [254]
                0.00    0.00       1/1           std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable() [253]
-----------------------------------------------
                0.00    0.00       1/1           std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<int, false> >, true>::~_Hashtable_ebo_helper() [266]
[255]    0.0    0.00    0.00       1         std::__new_allocator<std::__detail::_Hash_node<int, false> >::~__new_allocator() [255]
-----------------------------------------------
                0.00    0.00       1/1           std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::inserter<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >&, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::iterator) [274]
[256]    0.0    0.00    0.00       1         std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >::insert_iterator(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >&, std::__detail::_Node_iterator<int, true, false>) [256]
                0.00    0.00       1/1           std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >* std::__addressof<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >&) [269]
-----------------------------------------------
                0.00    0.00       1/1           winning_instances(std::vector<int, std::allocator<int> > const&, int) [3]
[257]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::end() [257]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [245]
-----------------------------------------------
                0.00    0.00       1/1           winning_instances(std::vector<int, std::allocator<int> > const&, int) [3]
[258]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::begin() [258]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [245]
-----------------------------------------------
                0.00    0.00       1/1           std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable_base() [261]
[259]    0.0    0.00    0.00       1         std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_Hash_code_base() [259]
                0.00    0.00       1/1           std::__detail::_Hashtable_ebo_helper<1, std::hash<int>, true>::_Hashtable_ebo_helper() [268]
-----------------------------------------------
                0.00    0.00       1/1           std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable() [253]
[260]    0.0    0.00    0.00       1         std::__detail::_Hash_node_base::_Hash_node_base() [260]
-----------------------------------------------
                0.00    0.00       1/1           std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable() [253]
[261]    0.0    0.00    0.00       1         std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable_base() [261]
                0.00    0.00       1/1           std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_Hash_code_base() [259]
                0.00    0.00       1/1           std::__detail::_Hashtable_ebo_helper<0, std::equal_to<int>, true>::_Hashtable_ebo_helper() [267]
-----------------------------------------------
                0.00    0.00       1/1           std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable() [253]
[262]    0.0    0.00    0.00       1         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_Hashtable_alloc() [262]
                0.00    0.00       1/1           std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<int, false> >, true>::_Hashtable_ebo_helper() [265]
-----------------------------------------------
                0.00    0.00       1/1           std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::~_Hashtable() [32]
[263]    0.0    0.00    0.00       1         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::~_Hashtable_alloc() [263]
                0.00    0.00       1/1           std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<int, false> >, true>::~_Hashtable_ebo_helper() [266]
-----------------------------------------------
                0.00    0.00       1/1           std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable() [253]
[264]    0.0    0.00    0.00       1         std::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float) [264]
-----------------------------------------------
                0.00    0.00       1/1           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_Hashtable_alloc() [262]
[265]    0.0    0.00    0.00       1         std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<int, false> >, true>::_Hashtable_ebo_helper() [265]
-----------------------------------------------
                0.00    0.00       1/1           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::~_Hashtable_alloc() [263]
[266]    0.0    0.00    0.00       1         std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<int, false> >, true>::~_Hashtable_ebo_helper() [266]
                0.00    0.00       1/1           std::__new_allocator<std::__detail::_Hash_node<int, false> >::~__new_allocator() [255]
-----------------------------------------------
                0.00    0.00       1/1           std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable_base() [261]
[267]    0.0    0.00    0.00       1         std::__detail::_Hashtable_ebo_helper<0, std::equal_to<int>, true>::_Hashtable_ebo_helper() [267]
-----------------------------------------------
                0.00    0.00       1/1           std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_Hash_code_base() [259]
[268]    0.0    0.00    0.00       1         std::__detail::_Hashtable_ebo_helper<1, std::hash<int>, true>::_Hashtable_ebo_helper() [268]
-----------------------------------------------
                0.00    0.00       1/1           std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >::insert_iterator(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >&, std::__detail::_Node_iterator<int, true, false>) [256]
[269]    0.0    0.00    0.00       1         std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >* std::__addressof<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >&) [269]
-----------------------------------------------
                0.00    0.00       1/1           std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [16]
[270]    0.0    0.00    0.00       1         std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__niter_base<std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [270]
-----------------------------------------------
                0.00    0.00       1/1           std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [16]
[271]    0.0    0.00    0.00       1         std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__niter_wrap<std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > const&, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [271]
-----------------------------------------------
                0.00    0.00       1/1           winning_instances(std::vector<int, std::allocator<int> > const&, int) [3]
[272]    0.0    0.00    0.00       1         void std::fill<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [272]
                0.00    0.00       1/1           void std::__fill_a<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [273]
-----------------------------------------------
                0.00    0.00       1/1           void std::fill<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [272]
[273]    0.0    0.00    0.00       1         void std::__fill_a<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [273]
                0.00    0.00       1/1           void std::__fill_a1<int*, std::vector<int, std::allocator<int> >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [275]
-----------------------------------------------
                0.00    0.00       1/1           winning_instances(std::vector<int, std::allocator<int> > const&, int) [3]
[274]    0.0    0.00    0.00       1         std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::inserter<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >&, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::iterator) [274]
                0.00    0.00       1/1           std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >::insert_iterator(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >&, std::__detail::_Node_iterator<int, true, false>) [256]
-----------------------------------------------
                0.00    0.00       1/1           void std::__fill_a<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [273]
[275]    0.0    0.00    0.00       1         void std::__fill_a1<int*, std::vector<int, std::allocator<int> >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [275]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [247]
                0.00    0.00       1/4           __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&) [216]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[276]    0.0    0.00    0.00       1         __gcc_deregister_frame [276]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2023 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

   [3] winning_instances(std::vector<int, std::allocator<int> > const&, int) [22] std::__detail::_Node_iterator<int, true, false> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(std::__detail::_Node_const_iterator<int, true, false>, int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>) [132] std::__detail::_Node_iterator<int, true, false>::_Node_iterator(std::__detail::_Hash_node<int, false>*)
 [149] __gnu_cxx::__aligned_buffer<int>::_M_ptr() [23] std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>) [27] std::__detail::_Node_iterator<int, true, false>::operator++()
 [150] __gnu_cxx::__aligned_buffer<int>::_M_addr() [30] std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash(unsigned long long, unsigned long long const&) [259] std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_Hash_code_base()
 [244] __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [253] std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable() [260] std::__detail::_Hash_node_base::_Hash_node_base()
 [245] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [32] std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::~_Hashtable() [188] std::__detail::_Hash_node_base::_Hash_node_base()
 [125] __gnu_cxx::__aligned_buffer<int>::_M_ptr() const [15] std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(int const*, int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [147] std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_S_equals(unsigned long long, std::__detail::_Hash_node_code_cache<false> const&)
 [126] __gnu_cxx::__aligned_buffer<int>::_M_addr() const [164] std::_Base_bitset<12500ull>::_M_getword(unsigned long long) [261] std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable_base()
 [246] __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [141] std::_Base_bitset<12500ull>::_S_maskbit(unsigned long long) [189] std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int const&>(int const&)
 [247] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [165] std::_Base_bitset<12500ull>::_M_do_reset() [130] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_node_allocator()
  [38] std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_node(unsigned long long, int const&, unsigned long long) const [142] std::_Base_bitset<12500ull>::_S_whichbit(unsigned long long) [190] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_node(std::__detail::_Hash_node<int, false>*)
